《计算机应用》官网,    http://www.joca.cn/EN/Y2017/V37/I3/806
《上海交通大学学报》官网,    http://xuebao.shsmu.edu.cn/EN/Y2017/V37/I6/752
《应用化学》官网,    http://yyhx.ciac.jl.cn/EN/Y2017/V34/I8/955
《中华骨科杂志》官网,    http://www.chinjorthop.com/EN/Y2017/V37/I19/1235
《中华消化外科杂志》官网,    http://www.zhxhwk.com/en/archive.asp?qkid=84&id=1739
AACR,    http://cancerres.aacrjournals.org/content/77/13_Supplement/3986
ACM,http://xueshu.baidu.com/s?wd=paperuri%3A%2891da618df6fad2db157a499d9fd525e4%29&filter=sc_long_sign&tn=SE_xueshusource_2kduw22v&sc_vurl=http%3A%2F%2Fdl.acm.org%2Fcitation.cfm%3Fid%3D3089049&ie=utf-8&sc_us=5964440666195668568
ACM,http://xueshu.baidu.com/s?wd=paperuri%3A%28fab5f0194dace0f1fc2cd9954f5e683d%29&filter=sc_long_sign&tn=SE_xueshusource_2kduw22v&sc_vurl=http%3A%2F%2Fdl.acm.org%2Fcitation.cfm%3Fid%3D3139960&ie=utf-8&sc_us=8812359759683374577
ACM,http://xueshu.baidu.com/s?wd=paperuri%3A%2852b65e22665b7406b5271f7d5dfd0613%29&filter=sc_long_sign&tn=SE_xueshusource_2kduw22v&sc_vurl=http%3A%2F%2Fdl.acm.org%2Fcitation.cfm%3Fid%3D3103442&ie=utf-8&sc_us=11358711682906640658
ACM,http://xueshu.baidu.com/s?wd=paperuri%3A%286e7ebf2ca59345d441b116944230626d%29&filter=sc_long_sign&tn=SE_xueshusource_2kduw22v&sc_vurl=http%3A%2F%2Fdl.acm.org%2Fcitation.cfm%3Fid%3D3061889&ie=utf-8&sc_us=16419816979883844567
ACM,http://xueshu.baidu.com/s?wd=paperuri%3A%28c340b259beecc10f0a92d163d9c6e75c%29&filter=sc_long_sign&tn=SE_xueshusource_2kduw22v&sc_vurl=http%3A%2F%2Fdl.acm.org%2Fcitation.cfm%3Fid%3D3051063&ie=utf-8&sc_us=12137411524818515514
ACM,http://xueshu.baidu.com/s?wd=paperuri%3A%28c68ebcb265b3ed59b81da9727a39954a%29&filter=sc_long_sign&tn=SE_xueshusource_2kduw22v&sc_vurl=http%3A%2F%2Fdl.acm.org%2Fcitation.cfm%3Fid%3D3068968&ie=utf-8&sc_us=2495158252362090751
ACM,http://xueshu.baidu.com/s?wd=paperuri%3A%289f071ca92fc5abe282186cef1c6ceafa%29&filter=sc_long_sign&tn=SE_xueshusource_2kduw22v&sc_vurl=http%3A%2F%2Fdl.acm.org%2Fcitation.cfm%3Fid%3D3083793&ie=utf-8&sc_us=16444158861246321182
ACM,http://xueshu.baidu.com/s?wd=paperuri%3A%2875ac3ed9173ab411a2ebac7e44503054%29&filter=sc_long_sign&tn=SE_xueshusource_2kduw22v&sc_vurl=http%3A%2F%2Fdl.acm.org%2Fcitation.cfm%3Fid%3D3058308&ie=utf-8&sc_us=15130045837468365121
ACM,http://xueshu.baidu.com/s?wd=paperuri%3A%28ced03cf85cc4031c489be32ba5f3e61b%29&filter=sc_long_sign&tn=SE_xueshusource_2kduw22v&sc_vurl=http%3A%2F%2Fdl.acm.org%2Fcitation.cfm%3Fid%3D3048078&ie=utf-8&sc_us=6480616111109307100
ACM,http://xueshu.baidu.com/s?wd=paperuri%3A%2860aab1588146478e7c8d9292c07b18b3%29&filter=sc_long_sign&tn=SE_xueshusource_2kduw22v&sc_vurl=http%3A%2F%2Fdl.acm.org%2Fcitation.cfm%3Fid%3D3062917.3063000&ie=utf-8&sc_us=4005599571648088416
ACM,http://xueshu.baidu.com/s?wd=paperuri%3A%28ab0660725a1376db2a3522c2d37b9e86%29&filter=sc_long_sign&tn=SE_xueshusource_2kduw22v&sc_vurl=http%3A%2F%2Fdl.acm.org%2Fcitation.cfm%3Fid%3D3061639.3062268&ie=utf-8&sc_us=13495012476848931778
ACM,http://xueshu.baidu.com/s?wd=paperuri%3A%281acf3b7b3568c8a5675625ef972754bb%29&filter=sc_long_sign&tn=SE_xueshusource_2kduw22v&sc_vurl=http%3A%2F%2Fdl.acm.org%2Fcitation.cfm%3Fid%3D3058026&ie=utf-8&sc_us=6484622239686672257
ACM,http://xueshu.baidu.com/s?wd=paperuri%3A%280c771d39a1c96d27e2d8d90b5b053d5b%29&filter=sc_long_sign&tn=SE_xueshusource_2kduw22v&sc_vurl=http%3A%2F%2Fdl.acm.org%2Fcitation.cfm%3Fid%3D3110725&ie=utf-8&sc_us=16887661101824198183
ACM,http://xueshu.baidu.com/s?wd=paperuri%3A%28f4026ae05977a2bfaff54b2665f99a54%29&filter=sc_long_sign&tn=SE_xueshusource_2kduw22v&sc_vurl=http%3A%2F%2Fdl.acm.org%2Fcitation.cfm%3Fid%3D3054860&ie=utf-8&sc_us=16964413105157820231
ACM,http://xueshu.baidu.com/s?wd=paperuri%3A%28bb07c90e5b99bc86a2f023f3b8a41571%29&filter=sc_long_sign&tn=SE_xueshusource_2kduw22v&sc_vurl=http%3A%2F%2Fdl.acm.org%2Fcitation.cfm%3Fid%3D3084276&ie=utf-8&sc_us=13964101539710224942
ACM,http://xueshu.baidu.com/s?wd=paperuri%3A%284bb75f06519accedde95e0f9ecbdd8a4%29&filter=sc_long_sign&tn=SE_xueshusource_2kduw22v&sc_vurl=http%3A%2F%2Fdl.acm.org%2Fcitation.cfm%3Fid%3D3073177&ie=utf-8&sc_us=14042344269301459552
ACM,http://xueshu.baidu.com/s?wd=paperuri%3A%2802cfdd7a9da890c7a31a2f830dfed076%29&filter=sc_long_sign&tn=SE_xueshusource_2kduw22v&sc_vurl=http%3A%2F%2Fdl.acm.org%2Fcitation.cfm%3Fid%3D3058406&ie=utf-8&sc_us=1059069101135982826
ACM,http://xueshu.baidu.com/s?wd=paperuri%3A%28e1665ef0e50e422a3042aed37e41f2a4%29&filter=sc_long_sign&tn=SE_xueshusource_2kduw22v&sc_vurl=http%3A%2F%2Fdl.acm.org%2Fcitation.cfm%3Fid%3D3120957.3090083&ie=utf-8&sc_us=14668649675422014766
ACM,http://xueshu.baidu.com/s?wd=paperuri%3A%2872e747a492f056ccd6b0e95d19aff4eb%29&filter=sc_long_sign&tn=SE_xueshusource_2kduw22v&sc_vurl=http%3A%2F%2Fdl.acm.org%2Fcitation.cfm%3Fid%3D3124466.3124489&ie=utf-8&sc_us=18368207607477267849
ACM,http://xueshu.baidu.com/s?wd=paperuri%3A%281172881127b812ebaf63912e2078e806%29&filter=sc_long_sign&tn=SE_xueshusource_2kduw22v&sc_vurl=http%3A%2F%2Fdl.acm.org%2Fcitation.cfm%3Fid%3D3139607&ie=utf-8&sc_us=6972392326323514497
ACM,http://xueshu.baidu.com/s?wd=paperuri%3A%289adac07a4ce6774378a6241f1e71021f%29&filter=sc_long_sign&tn=SE_xueshusource_2kduw22v&sc_vurl=http%3A%2F%2Fdl.acm.org%2Fcitation.cfm%3Fid%3D3101081&ie=utf-8&sc_us=1929847190149040298
ACM,http://xueshu.baidu.com/s?wd=paperuri%3A%2834bf2f4a377ccdc6d991ac2dd9bb7997%29&filter=sc_long_sign&tn=SE_xueshusource_2kduw22v&sc_vurl=http%3A%2F%2Fdl.acm.org%2Fcitation.cfm%3Fid%3D3080947&ie=utf-8&sc_us=5855000622184823432
ACM,http://xueshu.baidu.com/s?wd=paperuri%3A%28dd5550cae261e9a6a9e207a4d2313fc5%29&filter=sc_long_sign&tn=SE_xueshusource_2kduw22v&sc_vurl=http%3A%2F%2Fdl.acm.org%2Fcitation.cfm%3Fid%3D3065084&ie=utf-8&sc_us=2227293988361480315
ACM,http://xueshu.baidu.com/s?wd=paperuri%3A%28bd839b9eb1ba8ab9ca7e96c66046bf9f%29&filter=sc_long_sign&tn=SE_xueshusource_2kduw22v&sc_vurl=http%3A%2F%2Fdl.acm.org%2Fcitation.cfm%3Fid%3D3132568&ie=utf-8&sc_us=9099189474509863619
ACM,http://xueshu.baidu.com/s?wd=paperuri%3A%28535792a9e87f38f24422f3b95116a4db%29&filter=sc_long_sign&tn=SE_xueshusource_2kduw22v&sc_vurl=http%3A%2F%2Fdl.acm.org%2Fcitation.cfm%3Fid%3D3083857&ie=utf-8&sc_us=6221303921923380078
ACM,http://xueshu.baidu.com/s?wd=paperuri%3A%2813f288b5ca4121a4c4df3d3f5d232414%29&filter=sc_long_sign&tn=SE_xueshusource_2kduw22v&sc_vurl=http%3A%2F%2Fdl.acm.org%2Fcitation.cfm%3Fid%3D3080694&ie=utf-8&sc_us=11554958024863149035
ACM,http://xueshu.baidu.com/s?wd=paperuri%3A%28abb92201549baea5fa3a0d5bb9371f9b%29&filter=sc_long_sign&tn=SE_xueshusource_2kduw22v&sc_vurl=http%3A%2F%2Fdl.acm.org%2Fcitation.cfm%3Fid%3D3048391&ie=utf-8&sc_us=17372018533201098104
ACM,http://xueshu.baidu.com/s?wd=paperuri%3A%28fcd05f805f95d7d2da4a0c8b5d0723a2%29&filter=sc_long_sign&tn=SE_xueshusource_2kduw22v&sc_vurl=http%3A%2F%2Fdl.acm.org%2Fcitation.cfm%3Fid%3D3126992&ie=utf-8&sc_us=8460862715807955202
ACM,http://xueshu.baidu.com/s?wd=paperuri%3A%28a81f3a12e3af58514f54db9979834b74%29&filter=sc_long_sign&tn=SE_xueshusource_2kduw22v&sc_vurl=http%3A%2F%2Fdl.acm.org%2Fcitation.cfm%3Fid%3D3048905&ie=utf-8&sc_us=8655851273406492597
ACM,http://xueshu.baidu.com/s?wd=paperuri%3A%28c2d0376808a3764bd143c0a70c5b63cf%29&filter=sc_long_sign&tn=SE_xueshusource_2kduw22v&sc_vurl=http%3A%2F%2Fdl.acm.org%2Fcitation.cfm%3Fid%3D3069782&ie=utf-8&sc_us=2200352763563892055
ACM,http://xueshu.baidu.com/s?wd=paperuri%3A%288343343e5e61e97838c3df10be35c9dd%29&filter=sc_long_sign&tn=SE_xueshusource_2kduw22v&sc_vurl=http%3A%2F%2Fdl.acm.org%2Fcitation.cfm%3Fid%3D3013703.3013717&ie=utf-8&sc_us=18207962252435534003
